product_title,average_rating,total_reviews,review_author,review_rating,review_text
"Apple iPhone 7, 32GB, Black - Fully Unlocked (Renewed)",4.2,9848,Sofo Frank Leonard,5,I was very impressed.thanks
"Apple iPhone 7, 32GB, Black - Fully Unlocked (Renewed)",4.2,9848,Daniel Degolyer,5,battery health 95%
"Apple iPhone 7, 32GB, Black - Fully Unlocked (Renewed)",4.2,9848,Valerie Francisco,2,Horrible battery life
"Apple iPhone 7, 32GB, Black - Fully Unlocked (Renewed)",4.2,9848,Rebecca h.,5,Nice quality
"Apple iPhone 7, 32GB, Black - Fully Unlocked (Renewed)",4.2,9848,Chicken Inside,4,"Battery life is good, touch screen is good, camera quality is good, seller is also good, comes with generic charger is still good, generic box which is also good considering the price. No big dent or broken body which is good. The only bad thing is COVID-19 pandemic. #whenwillcovid19end?"
"Apple iPhone 7, 32GB, Black - Fully Unlocked (Renewed)",4.2,9848,picky buyer,5,"It is has been an excellent phone so far,it looked like it was brand new.It works flawlessly.My wife loves it,we bought a watch to pair with it and she's hooked on Apple I phone .We had ipods and etc for years but the phones we're not really affordable for the way we use our phones,It's very fast and easy to operate I will likely buy one on the plus size sometime this year the phone is that nice.It operates with any provider ,it was totally unlocked 🔓.The Price was fair, packaging was great.The only thing you might need is a headphone 🎧 jack wire as the refurbished one we bought does not supply one, they cost about 5 bucks for a. Good one."
"Apple iPhone 7, 32GB, Black - Fully Unlocked (Renewed)",4.2,9848,Vanessa West,5,My nephew love his new phone ty!
"Apple iPhone 7, 32GB, Black - Fully Unlocked (Renewed)",4.2,9848,Amanda Sharp,3,After 6 months started having some issues with the phone. Factory reset it fixed the problem. Over the next month problem started getting worse. Ended up with phone saying no service or searching. Took it to apple they did a reset but did not fix the problem. Ended up having to buy a new phone. Really disappointed that I spent almost $200 on a phone that didn’t even last a year.
"Apple iPhone 7, 32GB, Black - Fully Unlocked (Renewed)",4.2,9848,Varun Subodh Himmatramka,3,Very average product! Must have been used for couple of years before reselling it. Battery life was at 80% when arrived. Good purchase if one wants to buy iPhone at cheap price
"Apple iPhone 7, 32GB, Black - Fully Unlocked (Renewed)",4.2,9848,Jamie M. Mitter,1,It could never be activated so had to be returned
"Apple iPhone 7, 32GB, Black - Fully Unlocked (Renewed)",4.2,9848,Brett Hartmann,1,Avoid refurbished Apple phones if you can. I have had several issues that Apple tech couldn't even fix.
"Apple iPhone 7, 32GB, Black - Fully Unlocked (Renewed)",4.2,9848,Amazon Customer,1,I purchased an iPhone 7 for my daughter's 8th birthday. I am currently trying to charge it to gift it to her in the morning. It's been over 5 hours and the phone will not charge past 7 percent. I am so disappointed one of her biggest gifts is not functional.
"Apple iPhone 7, 32GB, Black - Fully Unlocked (Renewed)",4.2,9848,Michael,5,My Galaxy Note 8 had a better battery. But still love it though. Simpler to use Apple than Samsung
"Apple iPhone 7, 32GB, Black - Fully Unlocked (Renewed)",4.2,9848,JayPhettA,5,LikeNew…
"Apple iPhone 7, 32GB, Black - Fully Unlocked (Renewed)",4.2,9848,DJ,1,I am so frustrated with this company. Bought a phone within a few weeks the battery would not stay charged had to replace the battery now the phone is completely dead not even a year later piece of junk!!! Don’t buy
"Apple iPhone 7, 32GB, Black - Fully Unlocked (Renewed)",4.2,9848,Evelyn Wethington,5,Amazing nephew loves his new phone
"Apple iPhone 7, 32GB, Black - Fully Unlocked (Renewed)",4.2,9848,Geo H,3,"The phone works well, but a big problem is that the phone's lightening charging port is difficult to hold a cable. In other words, I have to hold the charging cable in order to charge my phone. If I let go of the charging cable, the cable comes loose. This is very inconvenient."
"Apple iPhone 7, 32GB, Black - Fully Unlocked (Renewed)",4.2,9848,Maria Cruz,2,Needs to be fixed .
"Apple iPhone 7, 32GB, Black - Fully Unlocked (Renewed)",4.2,9848,Melipie,5,"This was a great aftermarket phone, no visible damage and bonus, it already had a screen protector on it. It came with new headphones a charging cube and a lightning cable."
"Apple iPhone 7, 32GB, Black - Fully Unlocked (Renewed)",4.2,9848,sarah l stainbrook,2,This phone runs really slow and the battery life is awful. Will buy new from actual phone company in the future.
"Apple iPhone 7, 32GB, Black - Fully Unlocked (Renewed)",4.2,9848,Sonia,5,I bought it for my Aunt and she is completely happy with the product.
"Apple iPhone 7, 32GB, Black - Fully Unlocked (Renewed)",4.2,9848,Jaime Samaniego,1,This device only worked for 6 months and it started decaying. I send it to apple and they stated that it will need a new motherboard.
"Apple iPhone 7, 32GB, Black - Fully Unlocked (Renewed)",4.2,9848,Inquiring Customer 6719,5,highly recommend
"Apple iPhone 7, 32GB, Black - Fully Unlocked (Renewed)",4.2,9848,Harley,5,"This phone works great, works flawlessly."
"Apple iPhone 7, 32GB, Black - Fully Unlocked (Renewed)",4.2,9848,RobinHood,1,This was a foreign phone. Not compatible with the cell system in the United States. It probably would’ve worked perfectly in Europe.
"Apple iPhone 7, 32GB, Black - Fully Unlocked (Renewed)",4.2,9848,Tjcmommy,1,We have had the phones (I bought two of them) for a couple weeks. The first phone stopped working within the first week. The second all of a sudden stopped today. Won’t turn on nothing. So $300 wasted and now I have to buy new phones. I am beyond mad at this point.
"Apple iPhone 7, 32GB, Black - Fully Unlocked (Renewed)",4.2,9848,Victoria,2,Phone wouldn’t stay charged. Took it to Apple and had to pay $50 for a replacement battery. Also contacted seller with delivery questions and never got a response.
"Apple iPhone 7, 32GB, Black - Fully Unlocked (Renewed)",4.2,9848,Desmond,5,No issues. Works perfectly!
"Apple iPhone 7, 32GB, Black - Fully Unlocked (Renewed)",4.2,9848,Karina M.,5,excellent product
"Apple iPhone 7, 32GB, Black - Fully Unlocked (Renewed)",4.2,9848,Amazon Customer,5,Good phone
"Apple iPhone 7, 32GB, Black - Fully Unlocked (Renewed)",4.2,9848,Carolyn,5,This phone is great! Way better than my old Sony Xperia.
"Apple iPhone 7, 32GB, Black - Fully Unlocked (Renewed)",4.2,9848,Bhupal singh,1,Plz don't buy this product i return this product bcoz of battery life but they give my all refundable money that's good.
"Apple iPhone 7, 32GB, Black - Fully Unlocked (Renewed)",4.2,9848,Faith Patrick,5,Looks great!
"Apple iPhone 7, 32GB, Black - Fully Unlocked (Renewed)",4.2,9848,Moneek Turner,5,Works fine no issues
"Apple iPhone 7, 32GB, Black - Fully Unlocked (Renewed)",4.2,9848,Dee,1,The camera and flash light cannot be used when after four months
"Apple iPhone 7, 32GB, Black - Fully Unlocked (Renewed)",4.2,9848,Alexis burden,3,Shipped last minute from my predicted date paid for expedited shipping. Phone gets hot after extended use ( anything over two hours) touch stops working at random times but locking and unlocking clears that issue. Speakers are LOUD to that’s a pro.
"Apple iPhone 7, 32GB, Black - Fully Unlocked (Renewed)",4.2,9848,RowNow,5,Great phone to replace my old phone. Amazon delivered quickly. But know that I still prefer going into a store to be able to see the quality of what I want. Amazon will never be able to fulfill that! I only purchase on Amazon when I can’t find what I want in store and then by that point I realize maybe I don’t need it.
"Apple iPhone 7, 32GB, Black - Fully Unlocked (Renewed)",4.2,9848,RogerD,5,It is a great phone!
"Apple iPhone 7, 32GB, Black - Fully Unlocked (Renewed)",4.2,9848,Charles Logic,4,Fine
"Apple iPhone 7, 32GB, Black - Fully Unlocked (Renewed)",4.2,9848,Raul Flores,5,Great buy
"Apple iPhone 7, 32GB, Black - Fully Unlocked (Renewed)",4.2,9848,Vereschak Alexey,5,Good phone! I recommend the seller!
"Apple iPhone 7, 32GB, Black - Fully Unlocked (Renewed)",4.2,9848,Sasha,1,DO NOT BUY!!! Got the phone December and it stopped working end of January. It wouldn’t connect to any network then it said to update after up dating it said the phone is unable to activate and that message won’t go off the screen so u can do nothing. I am an international customer so I took it to a dealer and they said there is nothing that they can do the phone is useless. I can’t send it back because I am international so I just waste $300 for a 1 month service.
"Apple iPhone 7, 32GB, Black - Fully Unlocked (Renewed)",4.2,9848,eric pollard,4,Phone was good after about 6 months then had majors issues
"Apple iPhone 7, 32GB, Black - Fully Unlocked (Renewed)",4.2,9848,Keyannia,1,I specifically searched for a phone to activate on my service and it is not compatible I returned this device and I have not received my refund.
"Apple iPhone 7, 32GB, Black - Fully Unlocked (Renewed)",4.2,9848,Janice A.,1,Bad medi number could not humus carrier to install
"Apple iPhone 7, 32GB, Black - Fully Unlocked (Renewed)",4.2,9848,Gabriel,4,Battery issues. Otherwise it’s a great phone.
"Apple iPhone 7, 32GB, Black - Fully Unlocked (Renewed)",4.2,9848,judith,1,"I never write reviews but customers, BEWARE, I just ordered an iPhone 7 from this seller, and the noise on my phone when I make calls DOES NOT WORK!! Specifically, phone calls ONLY work when I put the call on speaker so if I do not have the speaker on, I cannot hear the person at all - but for some reason, they can hear me no matter what. I have tried restarting my phone, playing with volume, resetting my phone, and doing everything in the books to try and fix this, but the phone clearly arrived broken. I want a refund and a different phone."
"Apple iPhone 7, 32GB, Black - Fully Unlocked (Renewed)",4.2,9848,Lamin,5,I did receive the package thank you
"Apple iPhone 7, 32GB, Black - Fully Unlocked (Renewed)",4.2,9848,Newbwrangler,1,Pos. I bought this assuming I was getting a decent phone just a few gens behind but the price was constant with others only. Terrible first off I had to send it in to get it to update because something was wrong with the o/s and secondly the battery life is pure garbage not only does it only last made an hour and a half on a full charge before dying but also runs super hot. Don’t not buy from this seller cause they clearly don’t test their products or don’t care about their customers. What a waste of $$$$200!!!!!!
"Apple iPhone 7, 32GB, Black - Fully Unlocked (Renewed)",4.2,9848,nick mccurrie,4,Not great. Battery and touch screen not too good.
"Apple iPhone 7, 32GB, Black - Fully Unlocked (Renewed)",4.2,9848,raidel millares,5,"Llego rápido y sin problema alguno, lo recomiendo"
"Apple iPhone 7, 32GB, Black - Fully Unlocked (Renewed)",4.2,9848,Angie,4,I bought a refurbished phone and also the 2 year accident protection in November 2020. The phone stopped working and I contacted the insurance company Asurion. They are giving me an Amazon card to repurchase another one. The problem is the year and a half I have left on the insurance in voided. Another phone and I will have to pay another 50 dollars for insurance. Asurion will not cover my new phone for the rest of the contract. This is what Amazon is selling for insurance.
"Apple iPhone 7, 32GB, Black - Fully Unlocked (Renewed)",4.2,9848,Livia Melo,5,Phone in pristine condition BUT the battery doesn’t even last two hours. I’m trying to contact seller for replacement/refund.
"Apple iPhone 7, 32GB, Black - Fully Unlocked (Renewed)",4.2,9848,Qti,4,I did not get the thing to pull out the sim otherwise everything was good
"Apple iPhone 7, 32GB, Black - Fully Unlocked (Renewed)",4.2,9848,Rachel K.,1,Terrible this is not a refurbished item more like garbage someone tried to throw away don’t buy from the seller buyspry. Just terrible. Returned for a full refund
"Apple iPhone 7, 32GB, Black - Fully Unlocked (Renewed)",4.2,9848,Zachary,5,"Really happy with the quality. This is the 2nd renewed iPhone I’ve bought from this seller. It’s worth the money. The phone works great, a few small signs of wear, but slap a new screen protector on the phone and it feels brand new. Battery life at 87% upon arrival, still lasts me all day."
"Apple iPhone 7, 32GB, Black - Fully Unlocked (Renewed)",4.2,9848,Katherine,1,it quit working after adding a phone card
"Apple iPhone 7, 32GB, Black - Fully Unlocked (Renewed)",4.2,9848,Lucky charm,1,This phone came earlier then expected.. but in checking I noticed that the charging port was not working... I contacted the seller and tried all they told me to get the charging port up and running but it’s still not working I won’t recommend anyone to buy this product..... it’s a waste of money and waste of time
"Apple iPhone 7, 32GB, Black - Fully Unlocked (Renewed)",4.2,9848,Michael,5,So I have a Straight Talk phone Verizon SIM card from the bring your own phone kit that Walmart sells and it will not read my chip fyi
"Apple iPhone 7, 32GB, Black - Fully Unlocked (Renewed)",4.2,9848,Adrian Maddox,5,"Phone was in great condition, generic charger but much better then dealing with local people to buy a phone."
"Apple iPhone 7, 32GB, Black - Fully Unlocked (Renewed)",4.2,9848,Pudge,5,Love it
"Apple iPhone 7, 32GB, Black - Fully Unlocked (Renewed)",4.2,9848,Mari,5,I love the phone and the phone workes good
"Apple iPhone 7, 32GB, Black - Fully Unlocked (Renewed)",4.2,9848,miguel edwards,4,Camera quality is nice
"Apple iPhone 7, 32GB, Black - Fully Unlocked (Renewed)",4.2,9848,Peter Howard,1,Nothing but problems with this phone since we got it
"Apple iPhone 7, 32GB, Black - Fully Unlocked (Renewed)",4.2,9848,Shalima Mohammed,4,Well it works as expected!
"Apple iPhone 7, 32GB, Black - Fully Unlocked (Renewed)",4.2,9848,shasta gast,5,Just as listed good quality and function properly.
"Apple iPhone 7, 32GB, Black - Fully Unlocked (Renewed)",4.2,9848,German Chavarro,5,Excelente producto y entrega precisa
"Apple iPhone 7, 32GB, Black - Fully Unlocked (Renewed)",4.2,9848,Nestor Jr.,5,Works as expected. No visible dents or blemishes.
"Apple iPhone 7, 32GB, Black - Fully Unlocked (Renewed)",4.2,9848,Andre potts,5,I love this iPhone 7 for real
"Apple iPhone 7, 32GB, Black - Fully Unlocked (Renewed)",4.2,9848,Rylie Williams,1,This is not the first renewed phone I have purchased from amazon and typically they are like brand new phones with less battery life but for some reason this particular phone I am having all kinds of problems. From the first seller I chose the phone I received looked brand new but had a dreadful battery under the advertised 80 percent and needed to be replaced so I sent that one back and ordered another one from another seller. This second phone has decent battery life but looks like complete and utter crap. The casing is scuffed and pitted everywhere and the screen is horribly scratched. If you are going to buy a renewed phone I would try a newer product.
"Apple iPhone 7, 32GB, Black - Fully Unlocked (Renewed)",4.2,9848,Spgerlach,3,Obviously; they didn’t bother with replacing the battery. It barely holds a charge any longer than the battery in the iPhone this one is replacing. Every thing else is fine with it. Just disappointed that the old battery was left in it.
"Apple iPhone 7, 32GB, Black - Fully Unlocked (Renewed)",4.2,9848,Patty Lucreziano,3,Too small like big phones
"Apple iPhone 7, 32GB, Black - Fully Unlocked (Renewed)",4.2,9848,Dora Jennings,3,The phone had some minor issues with functionality. It may be because it was a pre-owned phone. It would have been better if it had more of a battery life.
"Apple iPhone 7, 32GB, Black - Fully Unlocked (Renewed)",4.2,9848,Amber Nelson,5,Battery life isn’t as long as newer phones. Touch screen is good responsive. It’s not to thick good fit for pockets. Image quality of photos is not that great.
"Apple iPhone 7, 32GB, Black - Fully Unlocked (Renewed)",4.2,9848,Whitney Winfield,5,Great camera and phone
"Apple iPhone 7, 32GB, Black - Fully Unlocked (Renewed)",4.2,9848,Shaaliy,5,I love my new iPhone 7 works perfectly
"Apple iPhone 7, 32GB, Black - Fully Unlocked (Renewed)",4.2,9848,Joseph A.,1,I had problems with this thing from the second day I had it.
"Apple iPhone 7, 32GB, Black - Fully Unlocked (Renewed)",4.2,9848,Mandeep chahal,1,"Too much scratches backside of iPhone 7, secondly battery life is 77%. Do you think, is it renewed mobile ? renewed mobile mean look like new but it’s too much used phone."
"Apple iPhone 7, 32GB, Black - Fully Unlocked (Renewed)",4.2,9848,Dacosta k.,5,Battery get flat on time
"Apple iPhone 7, 32GB, Black - Fully Unlocked (Renewed)",4.2,9848,Trisha,1,This phone was completely locked. Couldn’t figure out the carrier for it!
"Apple iPhone 7, 32GB, Black - Fully Unlocked (Renewed)",4.2,9848,Damonte,5,A great phone!
"Apple iPhone 7, 32GB, Black - Fully Unlocked (Renewed)",4.2,9848,Dirk Jackson,1,The garbage
"Apple iPhone 7, 32GB, Black - Fully Unlocked (Renewed)",4.2,9848,Leigh Ivey,4,Battery will only hold out for a couple of hours without charging.
"Apple iPhone 7, 32GB, Black - Fully Unlocked (Renewed)",4.2,9848,Teresa Cooper,2,"The phone in itself looked GREAT, and worked well, however the battery life was severely lacking. Dying every two hours. The battery health in the settings said the battery needed replaced and with Apple would’ve been $80 after already paying hundreds so I sent It back. The company was really great and fast about giving a refund!"
"Apple iPhone 7, 32GB, Black - Fully Unlocked (Renewed)",4.2,9848,tonyajonesgallow,5,Bought it for my daughter for her birthday and she loves it. No complaints from her.
"Apple iPhone 7, 32GB, Black - Fully Unlocked (Renewed)",4.2,9848,Terrell Rios,5,Thank you
"Apple iPhone 7, 32GB, Black - Fully Unlocked (Renewed)",4.2,9848,Berny Solano,2,"There are times when a phone is set to support another carrier, and even after a full factory reset, any carrier update will kill your mobile network. Happened to me. Sprint/T-mobile reset it and tried multiple times, and every time we got it to work, it would lose full mobile connectivity in less than a day. That means no calls, no text, no internet if you're outside of wifi. Be warned and keep your old phone handy. You may be disappointed like i was."
"Apple iPhone 7, 32GB, Black - Fully Unlocked (Renewed)",4.2,9848,Jneece,2,"The iPhone isn’t fully unlocked and it doesn’t accept all carriers, I returned mine within a day because it wasn’t compatible with my carrier."
"Apple iPhone 7, 32GB, Black - Fully Unlocked (Renewed)",4.2,9848,James K.,5,"The phone is like new, no problems with anything."
"Apple iPhone 7, 32GB, Black - Fully Unlocked (Renewed)",4.2,9848,Mike,4,somtimes speaker go off on me have to reset my phone
"Apple iPhone 7, 32GB, Black - Fully Unlocked (Renewed)",4.2,9848,Renee Canady,1,Battery sucks
"Apple iPhone 7, 32GB, Black - Fully Unlocked (Renewed)",4.2,9848,Amazon Customer,3,Had it for one year and it overheated. The battery life was only 86% when I got it.
"Apple iPhone 7, 32GB, Black - Fully Unlocked (Renewed)",4.2,9848,Mike,5,"I am completely happy with my purchase. I am having a brand new battery installed. As for any other problem with the phone, I absolutely have no complaints. My phone looked brand new."
"Apple iPhone 7, 32GB, Black - Fully Unlocked (Renewed)",4.2,9848,Tanmy R.,3,pensé que elegí comprar un iphone 7plus pero m e llegó un iphono 7
"Apple iPhone 7, 32GB, Black - Fully Unlocked (Renewed)",4.2,9848,Anthony,5,Phone came as advertised Good condition I have no issues with the phone I would definitely recommend it
"Apple iPhone 7, 32GB, Black - Fully Unlocked (Renewed)",4.2,9848,elizabeth,1,The phone stop working after a couple weeks will not let u put in unlock code it read finger print. Don’t buy!!!!
"Apple iPhone 7, 32GB, Black - Fully Unlocked (Renewed)",4.2,9848,Miranda,5,The battery gets really hot after about an hour and drains battery very quickly but I really do like the product itself
"Apple iPhone 7, 32GB, Black - Fully Unlocked (Renewed)",4.2,9848,Ezra D Stokes,1,"Got my phone, it worked well at first, But only for about a month. Now it keeps crashing unless it’s plugged in. On top of that the volume buttons stopped working. All and all not worth it. Oh, and the screen goes crazy and when I press the home button. (update) the battery swelled up and seems its going to burst. I had to turn it off and get a back up phone. This has happened twice now. this is the second refurbished phone I have bought on Amazon and both were bad experience."
"Apple iPhone 7, 32GB, Black - Fully Unlocked (Renewed)",4.2,9848,Robert Cain,5,I would like a replace took to apple store said 7 not great product. Can you send me another on I’ll keep SIM card and return old one only been few monthd
"Apple iPhone 7, 32GB, Black - Fully Unlocked (Renewed)",4.2,9848,Janelle Norton,5,Great quality for a used phone. Easy to switch out phone with provider.
"Apple iPhone 7, 32GB, Black - Fully Unlocked (Renewed)",4.2,9848,Randi S.,1,Piece of junk
"Apple iPhone 7, 32GB, Black - Fully Unlocked (Renewed)",4.2,9848,Wadepy,4,Good phone just came in the wrong color order rose gold got red but the phone itself is good
"Apple iPhone 7, 32GB, Black - Fully Unlocked (Renewed)",4.2,9848,Joddy C.,1,"6 months later, phone doesnt work. Took it to three repair places who all state it will never work. No warranty."
"Apple iPhone 7, 32GB, Black - Fully Unlocked (Renewed)",4.2,9848,Haleigh,5,Great item
"Apple iPhone 7, 32GB, Black - Fully Unlocked (Renewed)",4.2,9848,Vicoria Atcher,1,"Battery needs replaced, and can’t choose United States as the country for the phone. Will have to take the phone to a battery store to be looked at."
"Apple iPhone 7, 32GB, Black - Fully Unlocked (Renewed)",4.2,9848,Sal,5,"The seller provided an iPhone exactly as described, thank you!"
"Apple iPhone 7, 32GB, Black - Fully Unlocked (Renewed)",4.2,9848,Judith Dunning,1,"Good price. I have been an iPhone user for 10 yrs. this is the worst phone I’ve purchased. I’m incredibly disappointed, but I can’t go without one. At least I can make calls and text. When I’m in the net it freezes up at the touch screen doesn’t always work. Lesson learned."
"Apple iPhone 7, 32GB, Black - Fully Unlocked (Renewed)",4.2,9848,cesar pellerano,5,"Looks new, works well."
"Apple iPhone 7, 32GB, Black - Fully Unlocked (Renewed)",4.2,9848,Amazon Customer,2,A1660 VZW/Sprint/China model iPhone 7 128GB BLK NO SERVICE (an update is required to activate your phone) put phone into DFU mode to flash the update through Finder on our Mac. phone reboots and after putting in the region it tells us we need to update the phone to activate service. and the only thing we can do is press the SHUTDOWN button that appeared in the phone. you are not allowed to start the phone and use it even without service. it does this with or without a SIM it also does it with known good in service SIM cards.
"Apple iPhone 7, 32GB, Black - Fully Unlocked (Renewed)",4.2,9848,Priscilla Friede,5,Awesome and works great!
"Apple iPhone 7, 32GB, Black - Fully Unlocked (Renewed)",4.2,9848,Amazon Customer,5,"Size is much bigger than my last phone which makes it less practical and bulky. However operation (speed, features, voice clarity, camera. etc.) is far superior to my old phone."
"Apple iPhone 7, 32GB, Black - Fully Unlocked (Renewed)",4.2,9848,R. F. Vannorman,5,Worked well
"Apple iPhone 7, 32GB, Black - Fully Unlocked (Renewed)",4.2,9848,Kevin pence,1,I’m not happy coz have a damage also the screen and the keys not working
"Apple iPhone 7, 32GB, Black - Fully Unlocked (Renewed)",4.2,9848,Rhonda Baker,5,My daughter loves her new phone!! We love the FaceTime good quality.
"Apple iPhone 7, 32GB, Black - Fully Unlocked (Renewed)",4.2,9848,Yashira González,4,"La vida útil de la Batería 74% es degradada no recomiendo la compra, porque en cualquier momento dejará de funcionar la batería. La pantalla táctil tiene varios rayasos y la calidad de la cámara es buena."
"Apple iPhone 7, 32GB, Black - Fully Unlocked (Renewed)",4.2,9848,Amazon Customer,5,"Well, so far so good! Battery life isn’t the best if you are on your phone for hours on end, but it works great for me. It’s really a gamble with these phones, so buyer beware. However, I am very pleased with my purchase!"
"Apple iPhone 7, 32GB, Black - Fully Unlocked (Renewed)",4.2,9848,Diana,5,"Llego en excelentes condiciones, el color que yo pedi. vida util de la batería 86%"
"Apple iPhone 7, 32GB, Black - Fully Unlocked (Renewed)",4.2,9848,Pamela Hurlock,5,It was just what I expected
"Apple iPhone 7, 32GB, Black - Fully Unlocked (Renewed)",4.2,9848,Kiara Muhammad,1,"The sound is really sketchy, you can barely hear anything unless you have headphones and the front camera does not work"
"Apple iPhone 7, 32GB, Black - Fully Unlocked (Renewed)",4.2,9848,Amazon Customer,3,"It is refurbished so you get what you get. The battery on mine was terrible. It would charge fully in about 5 minutes and die in 3. We had to replace that. Then the screen had a crack (which wasn't mentioned), as well as a couple of light scratches. Other than that I guess it's pretty good."
"Apple iPhone 7, 32GB, Black - Fully Unlocked (Renewed)",4.2,9848,james,5,Great phone no issues no problems getting it on time
"Apple iPhone 7, 32GB, Black - Fully Unlocked (Renewed)",4.2,9848,Cristina Rojas,1,"The most terrible and worst decision ever made was to purchase a phone from this seller. They sell models of the phone which eventually fail because of antena issues. It just constantly says “searching” or “no service” when there clearly is service. I didn’t know that this specific model was actually a recalled model back when they initially released the phone. I do not recommend buying from a seller who sells recalled items. I contacted them and they couldn’t do anything about it. This was their reply. “ I am sorry this has happed, however, the item is no longer covered under warranty.” At least learn how to type correctly. Such a rip off. I would give no stars if possible."
"Apple iPhone 7, 32GB, Black - Fully Unlocked (Renewed)",4.2,9848,Renny,5,Love this phone it didn’t come with a scratch whatsoever thank you Amazon!!!
"Apple iPhone 7, 32GB, Black - Fully Unlocked (Renewed)",4.2,9848,Amazon Customer,5,Defiantly worth it would for sure buy again
"Apple iPhone 7, 32GB, Black - Fully Unlocked (Renewed)",4.2,9848,Marisela garcia,1,No compren eso n sirve son usados
"Apple iPhone 7, 32GB, Black - Fully Unlocked (Renewed)",4.2,9848,Luis P.,5,"Great phone , love it"
"Apple iPhone 7, 32GB, Black - Fully Unlocked (Renewed)",4.2,9848,LeRoy C. Ullrich,5,This phone worked exactly as was supposed to and that I expected. Very happy with it. Phone was in good shape and looked like new.
"Apple iPhone 7, 32GB, Black - Fully Unlocked (Renewed)",4.2,9848,Nikki Crosby,5,Phone came perfect! Unlocked and works great. Battery life sucks ngl but totally worth the cost 🙌🏻👌🏻😁
"Apple iPhone 7, 32GB, Black - Fully Unlocked (Renewed)",4.2,9848,JJLZ,1,Horrible battery. At 100% at 7am.. and by 11 am is at 20%. Would never buy again. Nor do I recommend.
"Apple iPhone 7, 32GB, Black - Fully Unlocked (Renewed)",4.2,9848,Lisa,1,Don’t buy from Kanga Supply!! I bought this phone under a year ago. Phone has a factory defect and won’t work. So convenient that it happened when the return period is over. Because I’m not the original purchaser Apple won’t fix. Not a bit happy. Not sure I’d risk purchasing this if I were you.
"Apple iPhone 7, 32GB, Black - Fully Unlocked (Renewed)",4.2,9848,Peter B. Straub,4,Replacing a lost phone quick easy and cheap.
"Apple iPhone 7, 32GB, Black - Fully Unlocked (Renewed)",4.2,9848,Buyer,5,After ordering the same phone from some miserable outfit that sent me three different phones all below battery capacity it was a pleasure dealing through Amazon and receiving a no hassle perfect phone. Thank you
"Apple iPhone 7, 32GB, Black - Fully Unlocked (Renewed)",4.2,9848,Aamal,5,Fully unlocked
"Apple iPhone 7, 32GB, Black - Fully Unlocked (Renewed)",4.2,9848,michael jared,1,"I was never able to activate it, because the software was so far outdated. I would have had to take it to an apple store."
"Apple iPhone 7, 32GB, Black - Fully Unlocked (Renewed)",4.2,9848,Charles Wells,4,Phone in good shape except battery needs to be replaced cause iPhone is telling us so. Didn’t plan on that or I’d bought a new one. Other than that in good shape.
"Apple iPhone 7, 32GB, Black - Fully Unlocked (Renewed)",4.2,9848,AgonFaz,3,It arrived late and thats why I am giving it 3 stars. The iPhone it self arrived in a great condition.
"Apple iPhone 7, 32GB, Black - Fully Unlocked (Renewed)",4.2,9848,Happy customer,5,"Works as expected, thanks. I just wish I could retrieve all my pictures from my old phone"
"Apple iPhone 7, 32GB, Black - Fully Unlocked (Renewed)",4.2,9848,Kathleen Opinski,1,Touch screen impossible!!! Certain keys won't type It freezes up I'm about to return it!!
"Apple iPhone 7, 32GB, Black - Fully Unlocked (Renewed)",4.2,9848,Angela,5,It was a replacement phone. The other one got busted.
"Apple iPhone 7, 32GB, Black - Fully Unlocked (Renewed)",4.2,9848,The one,4,The phone gets hot when using and the battery does not last long but it charges quickly
"Apple iPhone 7, 32GB, Black - Fully Unlocked (Renewed)",4.2,9848,Craig L. Kelley,1,"The iPhone 7 (renewed) sold and shipped to us was broken, unusable; it couldn't do the necessary iOS update; couldn't operate as a cell phone properly; couldn't, wouldn't connect to WIFI, home LAN, or my Verizon carrier. Apple offered to replace it for +$750. It should have never been sold and shipped to us. Generally speaking, it sucked."
"Apple iPhone 7, 32GB, Black - Fully Unlocked (Renewed)",4.2,9848,L.Grossberg,2,"If I were not rather desperate for the phone, I would return it. The battery status app tells me the battery needs to be serviced, whiich basically means replaced. I expected better. I would advise against ordering here."
"Apple iPhone 7, 32GB, Black - Fully Unlocked (Renewed)",4.2,9848,Heather B.,1,Was not unlocked for our phone carrier.
"Apple iPhone 7, 32GB, Black - Fully Unlocked (Renewed)",4.2,9848,samantha,5,its really good i have had it 3 weeks now it works great
"Apple iPhone 7, 32GB, Black - Fully Unlocked (Renewed)",4.2,9848,Roberto Villalpando,5,El equipo se encuentra en perfecto estado y funcionando
"Apple iPhone 7, 32GB, Black - Fully Unlocked (Renewed)",4.2,9848,Amazon Customer,3,i'm using this iPhone 7 for 8 days it's working fine but the battery is already at 74% i don't know how long this battery! I saw in the product description said it came with 80% Would this be normal?
"Apple iPhone 7, 32GB, Black - Fully Unlocked (Renewed)",4.2,9848,Michael Simpson,1,When we got the phone right from out of the box the charging port is not working properly so that is also the headphone jack in one. We basically can’t use it until I get the charge jack replaced.
"Apple iPhone 7, 32GB, Black - Fully Unlocked (Renewed)",4.2,9848,SuperDad1000,5,basically like a new phone. Everything seems perfect. on first boot it goes to the system reset/hello screen. would recommend
"Apple iPhone 7, 32GB, Black - Fully Unlocked (Renewed)",4.2,9848,liuber garcia,1,Battery die in no time it may be bad that is whit no use at all
